# Mapping résolu — reports Albo App (Supabase) -> entités Albo OS (Convex mellow-curlew-738)
# Généré le 02/07/2026 (Lot 0, read-only). Une ligne par report source (390). Règle : domaine d'abord
# (union portfolio_companies.domain + company_domains, normalisé), fallback nom via MAPPING_REPORTS_COMPANIES_2026-07-02.csv
# (PR #168) quand un des deux côtés n'a pas de domaine ; conflit de domaines = exclu et signalé. Routage strict albo->albo, calte->calte.
# Fan-out : un report est rattaché à CHAQUE entité OS qui matche (colonne nb_cibles ; cibles séparées par " | ").
# ⚠️ Domaines OS lus par proxy (attioAlboImport.ts + Airtable) — à re-vérifier par dry-run Convex au Lot 1 (cf. LOT0_MIGRATION_REPORTS_2026-07-02.md).
# methode : domaine / nom / mixte (domaine + nom) / orphelin. Colonnes archive/doublon_source/statut = flags source (décision D5 ouverte).
org,report_id,societe_source,periode,period_sort_date,archive,doublon_source,statut,methode,nb_cibles,cibles_OS,conflits_domaine_exclus,note
albo,bfbc2d98-6c61-4585-95a6-390be25758d8,Resilience,June 2026,2026-06-01,,,completed,domaine,1,jx73memhv6nh8qhtpt3e8ytqjx87rvxh:Resilience,,
albo,615fe2cf-eb10-43be-bb9d-27ffe9468fc7,Rewatt,June 2026,2026-06-01,,,completed,domaine,1,jx74fyn7n16pchhsq7eby61dss87sphz:Rewatt,,
albo,d2578e46-0514-4e15-a00d-89164470da32,Sezame,2024,2024-01-01,,,completed,nom,2,"jx7fdmxmrmm12w20mydzkdn7fx87xxdd:Sezame Immo 2 | jx7d3vsve9fqx891gbk6phqgf587wgdn:Sezame Immo 6",,Fan-out valide : SPVs Sezame Immo 2 et 6 sans domaine cote OS -> fallback nom
albo,9ed9b86a-e11a-427a-a0b6-0ad5cc5ab50b,Sezame,Q1 2025,2025-01-01,,,completed,nom,2,"jx7fdmxmrmm12w20mydzkdn7fx87xxdd:Sezame Immo 2 | jx7d3vsve9fqx891gbk6phqgf587wgdn:Sezame Immo 6",,Fan-out valide : SPVs Sezame Immo 2 et 6 sans domaine cote OS -> fallback nom
albo,a8e09977-a819-4d68-8c81-4877c5c92488,Sezame,2025,2025-01-01,,,completed,nom,2,"jx7fdmxmrmm12w20mydzkdn7fx87xxdd:Sezame Immo 2 | jx7d3vsve9fqx891gbk6phqgf587wgdn:Sezame Immo 6",,Fan-out valide : SPVs Sezame Immo 2 et 6 sans domaine cote OS -> fallback nom
albo,5fba7532-ec9b-44e6-9ed2-35db92a85c62,Sezame,June 2025,2025-06-01,,,completed,nom,2,"jx7fdmxmrmm12w20mydzkdn7fx87xxdd:Sezame Immo 2 | jx7d3vsve9fqx891gbk6phqgf587wgdn:Sezame Immo 6",,Fan-out valide : SPVs Sezame Immo 2 et 6 sans domaine cote OS -> fallback nom
albo,e8f665f2-545f-411c-88b6-3e092b0a2e7a,Sezame,January 2026,2026-01-01,,,completed,nom,2,"jx7fdmxmrmm12w20mydzkdn7fx87xxdd:Sezame Immo 2 | jx7d3vsve9fqx891gbk6phqgf587wgdn:Sezame Immo 6",,Fan-out valide : SPVs Sezame Immo 2 et 6 sans domaine cote OS -> fallback nom
albo,1445d657-57e9-4af1-bbf1-cb0b75f537b6,Sezame,April 2026,2026-04-01,,,completed,nom,2,"jx7fdmxmrmm12w20mydzkdn7fx87xxdd:Sezame Immo 2 | jx7d3vsve9fqx891gbk6phqgf587wgdn:Sezame Immo 6",,Fan-out valide : SPVs Sezame Immo 2 et 6 sans domaine cote OS -> fallback nom
albo,14e90ec4-c0b0-4c4c-b5c3-34ad67ddd905,Sezame,Unknown,,,,completed,nom,2,"jx7fdmxmrmm12w20mydzkdn7fx87xxdd:Sezame Immo 2 | jx7d3vsve9fqx891gbk6phqgf587wgdn:Sezame Immo 6",,Fan-out valide : SPVs Sezame Immo 2 et 6 sans domaine cote OS -> fallback nom
albo,081f8f40-2180-4a9a-a66d-d27ece239d3c,Tango,2025,2025-01-01,,,completed,domaine,1,jx79jwd3y9rmsakghwagm48st187skyz:Tango,,
albo,a5d678d3-ba77-418b-aad2-a122f3d0ee2f,Tango,September 2025,2025-09-01,,,completed,domaine,1,jx79jwd3y9rmsakghwagm48st187skyz:Tango,,
albo,13a44ce1-71b5-43d7-b259-144bc7f6616a,Tango,January 2026,2026-01-01,,oui,completed,domaine,1,jx79jwd3y9rmsakghwagm48st187skyz:Tango,,
albo,97845ca0-4dd2-4ecb-9cba-5c25728aba79,Tango,January 2026,2026-01-01,,,completed,domaine,1,jx79jwd3y9rmsakghwagm48st187skyz:Tango,,
albo,47f5191c-ed61-46a8-9718-60f2c678359e,Tango,Q1 2026,2026-01-01,,,completed,domaine,1,jx79jwd3y9rmsakghwagm48st187skyz:Tango,,
albo,ddd0d677-61d1-419c-a72e-6cbd0e962f68,Tango,Q1 2026,2026-01-01,,,completed,domaine,1,jx79jwd3y9rmsakghwagm48st187skyz:Tango,,
albo,db075bf4-e9da-4619-ac2b-3bd4b50b5cbd,Tango,February 2026,2026-02-01,,oui,completed,domaine,1,jx79jwd3y9rmsakghwagm48st187skyz:Tango,,
albo,fa36855e-8edf-45ff-a7ca-26fbb40b58eb,Tango,February 2026,2026-02-01,,oui,completed,domaine,1,jx79jwd3y9rmsakghwagm48st187skyz:Tango,,
albo,bcc4c751-21aa-4fdf-acd5-66eedbedd306,Tango,February 2026,2026-02-01,,,completed,domaine,1,jx79jwd3y9rmsakghwagm48st187skyz:Tango,,
albo,c1bbb01f-367a-4fb9-8739-577dcaf7fcde,Tango,April 2026,2026-04-01,,,completed,domaine,1,jx79jwd3y9rmsakghwagm48st187skyz:Tango,,
albo,ab02c4d7-2f9a-4b24-8134-ec1ecdad2534,Tango,May 2026,2026-05-01,,,completed,domaine,1,jx79jwd3y9rmsakghwagm48st187skyz:Tango,,
albo,1e84ca12-d2b3-48da-9799-7c27501e565b,The Fat Broccoli,October 2025,2025-10-01,,,completed,domaine,1,jx72f9jrbntwwvhvcj026dd7z987sz2n:The Fat Broccoli,,
albo,29fd3b82-652f-4140-b7e3-45c36ce748ab,The Fat Broccoli,March 2026,2026-03-01,,,completed,domaine,1,jx72f9jrbntwwvhvcj026dd7z987sz2n:The Fat Broccoli,,
albo,cb38bdd5-2c84-4207-adb7-c15402d81330,The Fat Broccoli,April 2026,2026-04-01,,,completed,domaine,1,jx72f9jrbntwwvhvcj026dd7z987sz2n:The Fat Broccoli,,
albo,07a25e0f-b828-4cf3-adf0-2c3d8fbb22d9,Upcyclea,Q3 2025,2025-07-01,,,completed,domaine,1,jx72bsqr4wr6j5wqzeb2zbwkex87s6tx:Upcyclea,,
albo,8dbe3599-f948-4ce0-a117-b7350f91f6ca,Upcyclea,Q4 2025,2025-10-01,,,completed,domaine,1,jx72bsqr4wr6j5wqzeb2zbwkex87s6tx:Upcyclea,,
albo,a1f5d087-7ede-4a38-96ea-8cf8fe422e30,Versant,Q2 2024,2024-04-01,,,completed,domaine,1,jx71te1271bdq9qt5qpny56zw187rz88:Versant,,
albo,0c558481-5f8f-4bde-ade7-430385d92141,Versant,November 2024,2024-11-01,,,completed,domaine,1,jx71te1271bdq9qt5qpny56zw187rz88:Versant,,
albo,5f6bb9b0-339b-4d36-a625-4e918533a669,Versant,December 2024,2024-12-01,,,completed,domaine,1,jx71te1271bdq9qt5qpny56zw187rz88:Versant,,
albo,75ea5650-4f72-41a7-b400-e625559a4d77,Versant,January - February 2025,2025-01-01,,,completed,domaine,1,jx71te1271bdq9qt5qpny56zw187rz88:Versant,,
albo,a2118a3a-5c3f-4d73-a326-25d696566cac,Versant,February - March 2025,2025-02-01,,,completed,domaine,1,jx71te1271bdq9qt5qpny56zw187rz88:Versant,,
albo,f026609e-b667-4780-a645-760860ba54da,Versant,Q2 2025,2025-04-01,,,completed,domaine,1,jx71te1271bdq9qt5qpny56zw187rz88:Versant,,
albo,e3a14683-ae50-4ec5-9315-703c5d8e7829,Versant,Q3 2025,2025-07-01,,,completed,domaine,1,jx71te1271bdq9qt5qpny56zw187rz88:Versant,,
albo,cb368d4e-808c-445b-9c5e-f3f8037d2c4b,Versant,July - August 2025,2025-07-01,,,completed,domaine,1,jx71te1271bdq9qt5qpny56zw187rz88:Versant,,
albo,12a18eda-5925-42f1-aa86-86ab4d0e2dd8,Versant,Q1 2026,2026-01-01,,,completed,domaine,1,jx71te1271bdq9qt5qpny56zw187rz88:Versant,,
albo,38872611-7176-445d-a9d5-cee99847ccac,Versant,2026,2026-01-01,,,completed,domaine,1,jx71te1271bdq9qt5qpny56zw187rz88:Versant,,
albo,dee451b7-06df-495d-928b-504ec4aa6125,Versant,Q2 2026,2026-04-01,,,completed,domaine,1,jx71te1271bdq9qt5qpny56zw187rz88:Versant,,
albo,b0744efd-b475-49aa-9f11-25f200d9dfcf,Versant,Janvier - Décembre 2025,,,,completed,domaine,1,jx71te1271bdq9qt5qpny56zw187rz88:Versant,,
albo,41dbb30f-3941-4db5-861e-8cd7bedd393e,Wandercraft,March 2026,2026-03-01,,,completed,domaine,1,jx78rdch9avsme496sqg8pw88x87rchk:Wandercraft,,
albo,a791462c-ba82-4db3-881e-6f2ca28472ce,Wandercraft,March 2026,2026-03-01,,,completed,domaine,1,jx78rdch9avsme496sqg8pw88x87rchk:Wandercraft,,
albo,b08a63d9-5f1c-4f04-8824-4ae3a7acf58e,Wandercraft,H2 2025,,oui,,completed,domaine,1,jx78rdch9avsme496sqg8pw88x87rchk:Wandercraft,,
albo,ced4d775-4f0a-4819-adbd-c6da685404f1,Wandercraft,S2 2025,,,,completed,domaine,1,jx78rdch9avsme496sqg8pw88x87rchk:Wandercraft,,
albo,08b695ca-3155-4a77-a489-9af02c54331b,Wandercraft,S1 2025,,,,completed,domaine,1,jx78rdch9avsme496sqg8pw88x87rchk:Wandercraft,,
albo,5a9d5782-5ee2-4053-9ee4-59daec85c158,Waro,2024,2024-01-01,,,completed,domaine,1,jx7dn3qdmqpxthb16q338v2trd87smzy:Waro,,
albo,b5da99bf-f977-496b-82a7-92d37e719809,Waro,Q2 2024,2024-04-01,,,completed,domaine,1,jx7dn3qdmqpxthb16q338v2trd87smzy:Waro,,
albo,53c6ee03-aa28-4b8a-8c5f-a2ff0e785ac8,Waro,Q1 2025,2025-01-01,,,completed,domaine,1,jx7dn3qdmqpxthb16q338v2trd87smzy:Waro,,
albo,fe088365-7f29-4ea6-a97e-87b5a8fa7f82,Waro,2025,2025-01-01,,,completed,domaine,1,jx7dn3qdmqpxthb16q338v2trd87smzy:Waro,,
albo,4770f565-09e3-4096-8e33-ca55b5e80af9,Waro,2025,2025-01-01,,oui,completed,domaine,1,jx7dn3qdmqpxthb16q338v2trd87smzy:Waro,,
albo,3fbe26aa-7c00-480a-92c3-26d5ff4c09c6,Waro,Q3 2025,2025-07-01,,,completed,domaine,1,jx7dn3qdmqpxthb16q338v2trd87smzy:Waro,,
albo,1b722745-4d54-4f22-8b55-85b1f0081071,Waro,Summer 2024,,,,completed,domaine,1,jx7dn3qdmqpxthb16q338v2trd87smzy:Waro,,
albo,3febfd5e-fe38-4d73-8604-5610a98480b4,Ziwig,February 2025,2025-02-01,,,completed,domaine,1,jx77eqqaeggwwdemjgy20xa4k187r7cv:Ziwig,,
albo,b306f930-4c39-46b6-9033-2f5540865871,Ziwig,February 2026,2026-02-01,,,completed,domaine,1,jx77eqqaeggwwdemjgy20xa4k187r7cv:Ziwig,,
albo,7f9ac194-6638-4cb4-b2c0-dffc1ad41f64,Ziwig,Q2 2026,2026-04-01,,,completed,domaine,1,jx77eqqaeggwwdemjgy20xa4k187r7cv:Ziwig,,
calte,963d6af1-770f-4393-96fd-19110af899a5,50 Partners,2025,2025-01-01,,,completed,domaine,1,jx79q7x7f4hx9fdaf96r75rfp587r2mb:50 PARTNERS,,
calte,d684418e-7aae-4608-a453-fd040cc5ef10,50 Partners,December 2025,2025-12-01,,,completed,domaine,1,jx79q7x7f4hx9fdaf96r75rfp587r2mb:50 PARTNERS,,
calte,81130516-fd98-4390-bbbc-60312b9cad16,Agilitest,January 2026,2026-01-01,,,completed,domaine,1,jx73se1xz8w1mesfx32vw0vb0s87rxrf:SIDE AGILITEST,,
calte,6b8bbbca-0cdc-42ea-b7f3-27e531ec9320,Agilitest,February 2026,2026-02-01,,,completed,domaine,1,jx73se1xz8w1mesfx32vw0vb0s87rxrf:SIDE AGILITEST,,
calte,754aaa2a-9256-40aa-98f0-0538f5d16ffb,Agilitest,April 2026,2026-04-01,,,completed,domaine,1,jx73se1xz8w1mesfx32vw0vb0s87rxrf:SIDE AGILITEST,,
calte,424ef65c-9947-4bf6-8fe6-fb4b240b9ae3,Aktio,Q1 2026,2026-01-01,,,completed,domaine,1,jx767rfyk66q93ptb7nrqmewcd87sn73:SIDE ASTERION AKTIO,,
calte,544848af-578e-4b9a-850f-17029f3fee7c,Alaya,April 2026,2026-04-01,,,completed,domaine,1,jx73c5zyzvdekfdrh278wsesm587sd9p:ALAYA.BIO INC,,
calte,ad9f2c9f-2746-414e-af66-b96f186e8d02,Apnée Paris,2025,2025-01-01,,,completed,domaine,1,jx7dvqekhzcxst4nm2s4zhw68s87rcza:SIDE - OneGreen APNEE,,
calte,d2e77a31-db3d-45e1-8629-d2a00035e1d5,Apnée Paris,January - December 2025,2025-01-01,,,completed,domaine,1,jx7dvqekhzcxst4nm2s4zhw68s87rcza:SIDE - OneGreen APNEE,,
calte,754dfbef-cc0d-4790-8559-8d4791828e29,Arkéa Investment Services,2025,2025-01-01,,,completed,orphelin,0,,jx75gm6pb39w58m6fyjz7eg6pn87sm4e:ARKEA,"Conflit de domaines (arkea-reim.com vs site.arkea-banque-ei.com) — cible nom ARKEA exclue par la règle stricte, reco : garder la cible nom"
calte,df2a9e86-a747-4026-a275-180b73e11826,Arkéa Investment Services,Q4 2025,2025-10-01,,,completed,orphelin,0,,jx75gm6pb39w58m6fyjz7eg6pn87sm4e:ARKEA,"Conflit de domaines (arkea-reim.com vs site.arkea-banque-ei.com) — cible nom ARKEA exclue par la règle stricte, reco : garder la cible nom"
calte,fb7c6294-5f49-44fa-84e7-1e7ef6cae3a5,Artefact,2024,2024-01-01,,,completed,domaine,1,jx765gkn8fdz3vbxsewea7v6ys87s9jc:LA VIRGULE,,Match domaine inattendu : artefact.eco est porté par LA VIRGULE côté OS (le CSV #168 disait « aucune ») — à confirmer
calte,7f41e333-246f-48f8-bf0a-9bc46a2b71ec,Artefact,June 2026,2026-06-01,,,completed,domaine,1,jx765gkn8fdz3vbxsewea7v6ys87s9jc:LA VIRGULE,,Match domaine inattendu : artefact.eco est porté par LA VIRGULE côté OS (le CSV #168 disait « aucune ») — à confirmer
calte,33a8aa56-0d49-4d9e-aee2-567e2dba4489,Asterion Ventures,2025,2025-01-01,,,completed,domaine,2,"jx7969hfvsm7g6vjas80eeysqs87rrrh:ASTERION F1 | jx72czysjmcb0tq6ynn8va3x2x87r13f:ASTERION F2",,
calte,1671f91a-9074-4399-ac84-eadbf406d586,Asterion Ventures,2025,2025-01-01,,,completed,domaine,2,"jx7969hfvsm7g6vjas80eeysqs87rrrh:ASTERION F1 | jx72czysjmcb0tq6ynn8va3x2x87r13f:ASTERION F2",,
calte,2d54a6dc-7fa5-47c6-90d9-1e5e255383d5,Asterion Ventures,February 2026,2026-02-01,,,completed,domaine,2,"jx7969hfvsm7g6vjas80eeysqs87rrrh:ASTERION F1 | jx72czysjmcb0tq6ynn8va3x2x87r13f:ASTERION F2",,
calte,136214bc-eb4a-4915-8935-af69300da1f9,Baker Staff,January - February 2026,2026-01-01,,,completed,domaine,1,jx76wtp3s2gdxh0f3eff51d0kn87smpf:SIDE BAKERSTAFF,,
calte,e20fe6ec-5dfc-4a7d-ab77-c4231186c0ad,Baker Staff,April - May 2026,2026-04-01,,,completed,domaine,1,jx76wtp3s2gdxh0f3eff51d0kn87smpf:SIDE BAKERSTAFF,,
calte,35b53759-b800-416b-a7e4-50ea2d44aa6c,Batch Ventures,Q1 2026,2026-01-01,,,completed,mixte,6,"jx7867nq6qxj696x1ybg2f7zxd87ram7:Batch Venture  2025 (Fund n°2) | jx70a5900cmrqkt0a9an14mc1987sm40:Batch Venture 1 | jx7ap03syhqx2tpqm7n0qg8v5x87stza:Batch Venture - CTO Fund | jx7131pf4dfsrs4577xr7fe1nx87r0h1:Batch Ventures - 2026 fund | jx73rcrg1y8cqwed853s8v7rk587rwcr:batchVent | jx7cgcjb2sw4nx39dx7ewhmc6187sp71:Batch Venture YC 2026",,
calte,08f85751-540c-457e-9173-972d56445edc,Batch Ventures,March 2026,2026-03-01,,,completed,mixte,6,"jx7867nq6qxj696x1ybg2f7zxd87ram7:Batch Venture  2025 (Fund n°2) | jx70a5900cmrqkt0a9an14mc1987sm40:Batch Venture 1 | jx7ap03syhqx2tpqm7n0qg8v5x87stza:Batch Venture - CTO Fund | jx7131pf4dfsrs4577xr7fe1nx87r0h1:Batch Ventures - 2026 fund | jx73rcrg1y8cqwed853s8v7rk587rwcr:batchVent | jx7cgcjb2sw4nx39dx7ewhmc6187sp71:Batch Venture YC 2026",,
calte,dba74eb4-ca46-4d24-ae30-f928642ee276,Bib Batteries,January 2026,2026-01-01,,,completed,domaine,1,jx7bsj7nb7h16er1kq631magjn87r0xv:SIDE FAMILY VENTURES BIB BATTERIES,,
calte,a482128c-2e87-4769-bd67-c6a54e3be5df,Bib Batteries,March - Q1 2026,2026-03-01,,,completed,domaine,1,jx7bsj7nb7h16er1kq631magjn87r0xv:SIDE FAMILY VENTURES BIB BATTERIES,,
calte,c9a2f493-ef8a-4fb1-9a16-826c072f5650,Bib Batteries,March 2026,2026-03-01,,,completed,domaine,1,jx7bsj7nb7h16er1kq631magjn87r0xv:SIDE FAMILY VENTURES BIB BATTERIES,,
calte,52e51d19-7ad8-40eb-a91a-d722d0982d09,Bib Batteries,April 2026,2026-04-01,,,completed,domaine,1,jx7bsj7nb7h16er1kq631magjn87r0xv:SIDE FAMILY VENTURES BIB BATTERIES,,
calte,ebeb3ae8-4127-4b36-a4be-81307de9d474,Bib Batteries,May 2026,2026-05-01,,,completed,domaine,1,jx7bsj7nb7h16er1kq631magjn87r0xv:SIDE FAMILY VENTURES BIB BATTERIES,,
calte,43dd3069-8f98-46d9-b6fa-032059ce116c,billiv,January 2026,2026-01-01,,,completed,domaine,2,"jx7aqyk12f19aqae93jdfq7cp987rjft:SIDE ASTERION BILLIV | jx7e7sde3nbxky1jw3en14jh5x87sfff:SIDE ASTERION - Projet BILLIV 2024 T2",,
calte,b514a25d-0a7e-44d8-a008-da24b43019a6,billiv,February 2026,2026-02-01,,,completed,domaine,2,"jx7aqyk12f19aqae93jdfq7cp987rjft:SIDE ASTERION BILLIV | jx7e7sde3nbxky1jw3en14jh5x87sfff:SIDE ASTERION - Projet BILLIV 2024 T2",,
calte,ed26d13c-01cf-4f62-b58f-d72b1564ae00,Bocoloco,March - April 2026,2026-03-01,,,completed,domaine,1,jx7cfvpdwkrs3w7nvw47vv5s0x87s3jb:ASTERION SIDE BOCOLOCO,,
calte,03528e46-64b9-4784-bea0-6e47e97a1d0f,Bocoloco,May - June 2026,2026-05-01,,,completed,domaine,1,jx7cfvpdwkrs3w7nvw47vv5s0x87s3jb:ASTERION SIDE BOCOLOCO,,
calte,530bc6e5-a155-49d2-b659-d6e89bdc920b,Caeli Energie,April 2025,2025-04-01,,,completed,domaine,1,jx7aschz534c7cyz4vdjxjj3x187sdrx:Asterion Side CAELI,,
calte,819fd284-495a-4b41-b793-2a0eeadba925,Caeli Energie,July 2025,2025-07-01,,,completed,domaine,1,jx7aschz534c7cyz4vdjxjj3x187sdrx:Asterion Side CAELI,,
calte,d0e78b38-888c-4ab2-8288-20db36e06fd9,Caeli Energie,March 2026,2026-03-01,,,completed,domaine,1,jx7aschz534c7cyz4vdjxjj3x187sdrx:Asterion Side CAELI,,
calte,7d109d26-16c5-4813-bcc3-97eddb0e268d,Capté,January 2026,2026-01-01,,oui,completed,domaine,1,jx7cc2wtssg3ejetg1ck2cxskn87rdvz:SIDE  - CAPTE,,
calte,b102fe13-981d-446d-bae9-8ae60e7cab69,Capté,January 2026,2026-01-01,,,completed,domaine,1,jx7cc2wtssg3ejetg1ck2cxskn87rdvz:SIDE  - CAPTE,,
calte,eabbe60f-0e3b-4317-94a7-6deba3d6d0c8,Capté,February 2026,2026-02-01,,,completed,domaine,1,jx7cc2wtssg3ejetg1ck2cxskn87rdvz:SIDE  - CAPTE,,
calte,86da486a-a17d-45fc-ad27-4a19a37a4cd0,Capté,May 2026,2026-05-01,,,completed,domaine,1,jx7cc2wtssg3ejetg1ck2cxskn87rdvz:SIDE  - CAPTE,,
calte,d2d442cd-a489-4569-9bfb-9247ffcd42a7,Chilli,February 2026,2026-02-01,,,completed,orphelin,0,,jx7bsdasyav04ygp3qcjryw6g187rp3h:Roundtable Regroop (Chilli.club),"Conflit de domaines (chilli.club vs regroop.org) — cible nom Roundtable Regroop exclue par la règle stricte, reco : garder la cible nom"
calte,eaf8ac97-b553-46ac-a4ef-81cb32e22d19,Chilli,March 2026,2026-03-01,,,completed,orphelin,0,,jx7bsdasyav04ygp3qcjryw6g187rp3h:Roundtable Regroop (Chilli.club),"Conflit de domaines (chilli.club vs regroop.org) — cible nom Roundtable Regroop exclue par la règle stricte, reco : garder la cible nom"
calte,2ea9826a-53ad-42c9-9733-3a0b31702cc6,Chilli,April 2026,2026-04-01,,,completed,orphelin,0,,jx7bsdasyav04ygp3qcjryw6g187rp3h:Roundtable Regroop (Chilli.club),"Conflit de domaines (chilli.club vs regroop.org) — cible nom Roundtable Regroop exclue par la règle stricte, reco : garder la cible nom"
calte,99297604-8e03-4924-8961-cce169bdbfc8,Chilli,May 2026,2026-05-01,,,completed,orphelin,0,,jx7bsdasyav04ygp3qcjryw6g187rp3h:Roundtable Regroop (Chilli.club),"Conflit de domaines (chilli.club vs regroop.org) — cible nom Roundtable Regroop exclue par la règle stricte, reco : garder la cible nom"
calte,9755386c-aa13-4bfa-a1a2-f47b77bfaec2,CircularPlace,January 2026,2026-01-01,,,completed,domaine,1,jx77505rzw2rakrbwdhvncjtbd87s98k:CIRCULARPLACE PARTNERS,,
calte,c3182d49-fbe3-46d7-9edf-6b6281f4fa62,Climate Club,2025,2025-01-01,,,completed,domaine,1,jx776pj5v1g1atcx3ebdb1mycs87r9jt:CLIMATE CLUB,,
calte,22a85fa5-d416-427b-83fe-f52f12346649,COCOLI,Q1 2026,2026-01-01,,,completed,domaine,1,jx776564szk0v2f5t71tr2egd987sbyd:COCOLI GMBH,,
calte,3b81d2c7-40a6-46db-a237-cee47b9fd97d,COCOLI,Q1 2026,2026-01-01,,,completed,domaine,1,jx776564szk0v2f5t71tr2egd987sbyd:COCOLI GMBH,,
calte,8b116b21-b96a-4832-abc3-ce23808316b5,COCOLI,June 2026,2026-06-01,,,completed,domaine,1,jx776564szk0v2f5t71tr2egd987sbyd:COCOLI GMBH,,
calte,9f045cf1-1ddd-45fe-a9d8-21b18e69952e,Corma,April 2025,2025-04-01,,,completed,domaine,1,jx7aj8p8s9jy9w1a8k9ffawxns87rx47:Corma,,
calte,7e24b3b8-bc6c-427a-8db6-065b80d9a818,Corma,January 2026,2026-01-01,,,completed,domaine,1,jx7aj8p8s9jy9w1a8k9ffawxns87rx47:Corma,,
calte,e38fb623-5f7e-4a5d-99eb-635a0090c813,Corma,February 2026,2026-02-01,,,completed,domaine,1,jx7aj8p8s9jy9w1a8k9ffawxns87rx47:Corma,,
calte,a5e0301f-084c-453a-b957-4be83171e37c,Corma,May 2026,2026-05-01,,,completed,domaine,1,jx7aj8p8s9jy9w1a8k9ffawxns87rx47:Corma,,
calte,7a1803cc-eaeb-4c65-80cb-4240a8ec51c5,Corma,Fevrier 2026,,oui,,completed,domaine,1,jx7aj8p8s9jy9w1a8k9ffawxns87rx47:Corma,,
calte,9cb4d215-182e-4267-b363-ef2b636c44ed,CrushON,Q3 2025 - Q1 2026,,,,completed,domaine,1,jx713ftzeqrjcxabktntdveew587sdvc:CrushON,,"period_sort_date NULL sur son unique report (probleme adjacent, decision au cas par cas)"
calte,77f60c3a-c4a9-4e99-8975-a9fd95ed5715,Delicity,Q1 2026,2026-01-01,,,completed,domaine,1,jx79bfkf01kgsajnphkjvxxyqs87s879:SIDE Delicity,,
calte,3ab435db-c11a-467d-9dcb-812e35a81a9f,Delicity,March 2026,2026-03-01,,,completed,domaine,1,jx79bfkf01kgsajnphkjvxxyqs87s879:SIDE Delicity,,
calte,6fafac78-aa4d-415c-a044-791bf54d9a7b,Doinsport,Q1 2025,2025-01-01,,,completed,domaine,1,jx7fyw1xpej8ggc21b5wsvr2ms87rdy3:SIDE DOINSPORT,,
calte,dbc94a60-b393-43f3-b1f9-166be8f5c5eb,Doinsport,April 2026,2026-04-01,,,completed,domaine,1,jx7fyw1xpej8ggc21b5wsvr2ms87rdy3:SIDE DOINSPORT,,
calte,d1a24dce-2182-498e-90a3-f93afc09ede3,Doinsport,,,,,pending,domaine,1,jx7fyw1xpej8ggc21b5wsvr2ms87rdy3:SIDE DOINSPORT,,
calte,18ebae53-9567-4e42-9267-faf1a169da19,Eiffel Investment Group,2025,2025-01-01,,,completed,domaine,1,jx78nrw35nyed6ehag2dhzv5ws87r52t:EIFFEL,,
calte,f2c1b1db-beda-4e68-b7ef-44b9e9c0f5a7,Eiffel Investment Group,Q1 2026,2026-01-01,,,completed,domaine,1,jx78nrw35nyed6ehag2dhzv5ws87r52t:EIFFEL,,
calte,da7f0673-1481-4eaf-9d1d-153c1f944254,Eiffel Investment Group,Q1 2026,2026-01-01,,,completed,domaine,1,jx78nrw35nyed6ehag2dhzv5ws87r52t:EIFFEL,,
calte,5810ef72-9d31-4ab9-9611-e7fa43f35066,Eiffel Investment Group,April 2026,2026-04-01,,,completed,domaine,1,jx78nrw35nyed6ehag2dhzv5ws87r52t:EIFFEL,,
calte,92ddd3b4-be35-4706-9a61-b056232c41ed,Emprunte Mon toutou,November 2025,2025-11-01,,,completed,domaine,1,jx79ys6rwr9c1v5ht3t7av997987stgr:SIDE EMPRUNTE MON TOUTOU,,
calte,9a462989-e891-4237-8060-5802c832d7a9,Emprunte Mon toutou,April 2026,2026-04-01,,,completed,domaine,1,jx79ys6rwr9c1v5ht3t7av997987stgr:SIDE EMPRUNTE MON TOUTOU,,
calte,cc4801f9-b958-45e0-b761-c8ae77ef72fe,Eutopia,Q4 2024,2024-10-01,,,completed,domaine,2,"jx75ysvhgpqrb1ysfax2p01nn187rfap:Eutopia Co Invest Dynamo | jx78ygxttsegwz6q5dpzvdq5d187rte7:EUTOPIA 2",,
calte,f5f057cc-f4bb-4bd6-b21d-ce74802dc674,Eutopia,Q1 2025,2025-01-01,,,completed,domaine,2,"jx75ysvhgpqrb1ysfax2p01nn187rfap:Eutopia Co Invest Dynamo | jx78ygxttsegwz6q5dpzvdq5d187rte7:EUTOPIA 2",,
calte,acec868b-66ef-4244-8089-87c585bb1a3d,Eutopia,Q4 2025,2025-10-01,,,completed,domaine,2,"jx75ysvhgpqrb1ysfax2p01nn187rfap:Eutopia Co Invest Dynamo | jx78ygxttsegwz6q5dpzvdq5d187rte7:EUTOPIA 2",,
calte,d31d68d3-3d86-4c61-9e45-737650930f0b,Eutopia,Q1 2026,2026-01-01,,,completed,domaine,2,"jx75ysvhgpqrb1ysfax2p01nn187rfap:Eutopia Co Invest Dynamo | jx78ygxttsegwz6q5dpzvdq5d187rte7:EUTOPIA 2",,
calte,fd303528-301e-4e61-a10e-742069e0de50,Eutopia,Q1 2026,2026-01-01,,,completed,domaine,2,"jx75ysvhgpqrb1ysfax2p01nn187rfap:Eutopia Co Invest Dynamo | jx78ygxttsegwz6q5dpzvdq5d187rte7:EUTOPIA 2",,
